Timestamp,Source IP,Source Port,Destination IP,Destination Port,Protocol
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,192.168.0.105,56823,173.194.154.232,443,UDP
19-06-2025 17.46,192.168.0.105,56823,173.194.154.232,443,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,192.168.0.105,56823,173.194.154.232,443,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,192.168.0.105,56823,173.194.154.232,443,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,192.168.0.105,56823,173.194.154.232,443,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,192.168.0.105,56823,173.194.154.232,443,UDP
19-06-2025 17.46,192.168.0.105,56823,173.194.154.232,443,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,192.168.0.105,56823,173.194.154.232,443,UDP
19-06-2025 17.46,192.168.0.105,56823,173.194.154.232,443,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,192.168.0.105,56823,173.194.154.232,443,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,192.168.0.105,56823,173.194.154.232,443,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,173.194.154.232,443,192.168.0.105,56823,UDP
19-06-2025 17.46,192.168.10.215,59028,239.255.255.250,1900,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.46,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.46,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,192.168.0.105,60053,142.251.220.33,443,UDP
19-06-2025 17.46,192.168.0.105,60053,142.251.220.33,443,UDP
19-06-2025 17.46,142.251.220.33,443,192.168.0.105,60053,UDP
19-06-2025 17.46,142.251.220.33,443,192.168.0.105,60053,UDP
19-06-2025 17.46,142.251.220.33,443,192.168.0.105,60053,UDP
19-06-2025 17.46,142.251.220.33,443,192.168.0.105,60053,UDP
19-06-2025 17.46,142.251.220.33,443,192.168.0.105,60053,UDP
19-06-2025 17.46,142.251.220.33,443,192.168.0.105,60053,UDP
19-06-2025 17.46,142.251.220.33,443,192.168.0.105,60053,UDP
19-06-2025 17.46,192.168.0.105,60053,142.251.220.33,443,UDP
19-06-2025 17.46,192.168.0.105,60053,142.251.220.33,443,UDP
19-06-2025 17.46,192.168.0.105,60053,142.251.220.33,443,UDP
19-06-2025 17.46,142.251.220.33,443,192.168.0.105,60053,UDP
19-06-2025 17.46,192.168.0.105,60053,142.251.220.33,443,UDP
19-06-2025 17.46,192.168.0.105,55080,142.251.220.14,443,UDP
19-06-2025 17.46,142.251.220.14,443,192.168.0.105,55080,UDP
19-06-2025 17.46,192.168.0.105,55080,142.251.220.14,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.105,52219,192.168.0.1,53,UDP
19-06-2025 17.46,192.168.0.1,53,192.168.0.105,52219,UDP
19-06-2025 17.46,192.168.0.105,49968,192.168.0.1,53,UDP
19-06-2025 17.46,192.168.0.105,55663,192.168.0.1,53,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,192.168.0.105,54661,172.217.174.238,443,UDP
19-06-2025 17.46,192.168.0.1,53,192.168.0.105,55663,UDP
19-06-2025 17.46,192.168.0.1,53,192.168.0.105,49968,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,142.251.220.14,443,192.168.0.105,55080,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,192.168.0.105,55080,142.251.220.14,443,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,142.251.220.14,443,192.168.0.105,55080,UDP
19-06-2025 17.46,172.217.174.238,443,192.168.0.105,54661,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.46,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,192.168.0.105,56592,173.194.154.234,443,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
19-06-2025 17.47,173.194.154.234,443,192.168.0.105,56592,UDP
