Timestamp,Source IP,Source Port,Destination IP,Destination Port,Protocol
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.45,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.45,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.45,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.45,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.45,192.168.0.105,56156,172.217.174.238,443,UDP
19-06-2025 17.45,192.168.0.105,56156,172.217.174.238,443,UDP
19-06-2025 17.45,192.168.0.105,56156,172.217.174.238,443,UDP
19-06-2025 17.45,192.168.0.105,56156,172.217.174.238,443,UDP
19-06-2025 17.45,192.168.0.105,56156,172.217.174.238,443,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,142.251.220.22,443,192.168.0.105,62984,UDP
19-06-2025 17.45,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.45,192.168.0.105,62984,142.251.220.22,443,UDP
19-06-2025 17.45,172.217.174.238,443,192.168.0.105,56156,UDP
19-06-2025 17.45,192.168.0.105,56156,172.217.174.238,443,UDP
19-06-2025 17.45,172.217.174.238,443,192.168.0.105,56156,UDP
19-06-2025 17.45,172.217.174.238,443,192.168.0.105,56156,UDP
19-06-2025 17.45,172.217.174.238,443,192.168.0.105,56156,UDP
19-06-2025 17.45,172.217.174.238,443,192.168.0.105,56156,UDP
19-06-2025 17.45,172.217.174.238,443,192.168.0.105,56156,UDP
19-06-2025 17.45,172.217.174.238,443,192.168.0.105,56156,UDP
19-06-2025 17.45,172.217.174.238,443,192.168.0.105,56156,UDP
19-06-2025 17.45,172.217.174.238,443,192.168.0.105,56156,UDP
19-06-2025 17.45,172.217.174.238,443,192.168.0.105,56156,UDP
19-06-2025 17.45,172.217.174.238,443,192.168.0.105,56156,UDP
19-06-2025 17.45,172.217.174.238,443,192.168.0.105,56156,UDP
19-06-2025 17.45,172.217.174.238,443,192.168.0.105,56156,UDP
19-06-2025 17.45,192.168.0.105,56156,172.217.174.238,443,UDP
19-06-2025 17.45,192.168.0.105,56156,172.217.174.238,443,UDP
19-06-2025 17.45,172.217.174.238,443,192.168.0.105,56156,UDP
19-06-2025 17.45,192.168.0.105,59278,192.168.0.1,53,UDP
19-06-2025 17.45,192.168.0.1,53,192.168.0.105,59278,UDP
19-06-2025 17.45,192.168.0.105,60486,192.168.0.1,53,UDP
19-06-2025 17.45,192.168.0.105,57568,192.168.0.1,53,UDP
19-06-2025 17.45,192.168.0.1,53,192.168.0.105,60486,UDP
19-06-2025 17.45,192.168.0.1,53,192.168.0.105,57568,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,50203,173.194.14.38,443,TCP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,50203,TCP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,50203,173.194.14.38,443,TCP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,50203,173.194.14.38,443,TCP
19-06-2025 17.45,192.168.0.105,50203,173.194.14.38,443,TCP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,50203,TCP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,50203,TCP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,50203,TCP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,50203,TCP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,50203,TCP
19-06-2025 17.45,192.168.0.105,50203,173.194.14.38,443,TCP
19-06-2025 17.45,192.168.0.105,50203,173.194.14.38,443,TCP
19-06-2025 17.45,192.168.0.105,50203,173.194.14.38,443,TCP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,50203,TCP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,173.194.14.38,443,192.168.0.105,62795,UDP
19-06-2025 17.45,192.168.0.105,62795,173.194.14.38,443,UDP
